gene,tumor_mean,normal_mean,tumor_std,normal_std,log2_fold_change,fold_change,pvalue_ttest,pvalue_mw,t_statistic,padj_ttest,padj_mw,significant,regulation
GENE3314,583.3506427485802,900.8619279682422,708.5266987208886,1744.9539160228906,-0.6260722527544336,0.6479380320056678,0.18415583937980126,0.7116106035741756,-1.3358904768679647,0.6892059857028491,0.9390480384985163,False,Not Significant
GENE0460,689.1645646670634,371.7923183758265,1043.1433678420876,338.0054954466584,0.8885682702924103,1.8513379451431764,0.18434946991210224,0.18206663967092584,1.33529664598734,0.6894146219599935,0.592664842678795,False,Not Significant
GENE2961,689.0958250262926,372.13601657968104,1043.9400749532153,325.8093961782583,0.887095083354593,1.849448443363887,0.1849247206610733,0.17749685414827499,1.3335352063071715,0.6903583774503226,0.5869604965220734,False,Not Significant
GENE4000,583.4699236974085,900.2655232241011,962.997051287658,958.3716829794732,-0.6248234164064865,0.6484991477390388,0.1851541168321765,0.0890196690749159,-1.3328339316484414,0.6903583774503226,0.3914673222291816,False,Not Significant
GENE4220,689.0783136131889,372.2235736451987,1035.8575121652352,436.1854313257796,0.886719982636808,1.848967649265384,0.18507147503211918,0.03494324575594849,1.3330864963819238,0.6903583774503226,0.1992203292813483,False,Not Significant
GENE2120,689.0808680327484,372.2108015474013,1042.6132121783999,346.47079675868366,0.8867746943259979,1.8490377694631157,0.1850500624256612,0.18908408690929268,1.333151950041673,0.6903583774503226,0.6017953116145534,False,Not Significant
GENE3108,688.9042629425547,373.09382699837033,1047.6740501192983,260.2069571908295,0.8829960151228677,1.8442011419385442,0.18653473279431482,0.46610868767630775,1.328627012160266,0.6941957364282286,0.8447058493590209,False,Not Significant
GENE3088,688.8800863329827,373.2147100462297,1043.7870577374665,329.2893290968104,0.8824793463793117,1.8435408010758219,0.1867386530991935,0.29569702109888807,1.3280076173108335,0.6941957364282286,0.7251030434009025,False,Not Significant
GENE2016,583.651057449076,899.3598544657634,901.4518143095228,1221.7973884987389,-0.6229259059882466,0.64935264999791,0.18667759656113334,0.3364495811113377,-1.3281930195293397,0.6941957364282286,0.7632703745720003,False,Not Significant
GENE1432,583.6493137626471,899.3685728979077,733.1676705014215,1693.571981271219,-0.6229441786906965,0.6493444255621972,0.18666288731470573,1.0,-1.328237691910948,0.6941957364282286,1.0,False,Not Significant
GENE2888,688.8520902404363,373.35469050896256,1048.4701059136137,243.98587508939346,0.8818812388560665,1.8427766707090858,0.1869749923339736,0.505763380779246,1.32729038481496,0.6942537111322483,0.857226069117366,False,Not Significant
GENE3130,688.8453470779333,373.3884063214776,1049.2320106135,227.0663666721002,0.8817372079674396,1.8425927070123562,0.1870319497790277,0.5708066346376587,1.327117634146293,0.6942537111322483,0.8916067395152432,False,Not Significant
GENE1314,583.7293863014895,898.9682102036961,744.3069692332458,1669.1759975872792,-0.6221049441041006,0.649722267600034,0.1873392288558073,0.5012713302901354,-1.3261863416195931,0.6943633389763058,0.857226069117366,False,Not Significant
GENE0637,688.8093322415426,373.56848050343103,1047.4678648718243,264.8907851308906,0.8809681431572245,1.8416107284692471,0.18733637038367285,0.487922989038845,1.326194999728483,0.6943633389763058,0.8518208607521736,False,Not Significant
GENE3773,583.7508473542281,898.8609049400031,928.6039894457144,1115.6404559031782,-0.6218799684275768,0.6498235940066931,0.18752080516562047,0.23819934617730065,-1.3256365621990605,0.6945215006134091,0.6653613021712309,False,Not Significant
GENE4018,688.7702176367536,373.7640535273755,1043.5248619946294,333.9376274892101,0.8801332588046786,1.840545300821835,0.1876674011823444,0.2828797606663025,1.3251929869324695,0.6945499673661896,0.713262129768791,False,Not Significant
GENE4866,688.7516991151502,373.8566461353917,1038.3008551670785,407.369638106136,0.8797381244028952,1.8400412697125395,0.1878242738644478,0.08013828140855109,1.3247186029798315,0.6946163974276915,0.3622887947945348,False,Not Significant
GENE0887,688.6480476550568,374.37490343586063,1046.4734804164582,284.75550247695156,0.8775280915784982,1.8372247087980809,0.18870408240416475,0.3088973973357232,1.3220635293981664,0.695601007587989,0.7375773575351556,False,Not Significant
GENE1933,583.9653367509346,897.7884579564701,736.7620291937756,1686.0496825722912,-0.6196304603124819,0.6508376154283743,0.1893425942654506,0.40402640037305193,-1.3201424217897333,0.695601007587989,0.8099967930494224,False,Not Significant
GENE3743,688.6654253008461,374.2880152069132,1047.9440016786027,256.1867417753504,0.8778984239737238,1.8376963754640618,0.18855636947028281,0.46610868767630775,1.3225086484381672,0.695601007587989,0.8447058493590209,False,Not Significant
GENE2286,583.8652755368544,898.2887640268713,753.2502623312927,1649.1242725481386,-0.6206801070460628,0.650364264441514,0.18849111727277482,0.26436932457978757,-1.322705362747124,0.695601007587989,0.6957087488941779,False,Not Significant
GENE3122,688.6250011293757,374.4901360642655,1037.3169000531814,420.1905278471768,0.8770370683518671,1.8365995132595059,0.1889001117059077,0.09169795653488118,1.3214732151741988,0.695601007587989,0.3993813437930365,False,Not Significant
GENE4803,688.587146784593,374.6794077881782,1045.8825187049285,295.7355092235871,0.8762308449502864,1.8355734503643795,0.1892224150817777,0.3508009181384779,1.3205036381747337,0.695601007587989,0.7703138299044311,False,Not Significant
GENE4074,583.8493446835391,898.3684182934478,727.0265862442164,1706.9423749295509,-0.6208471851075295,0.6502889503205941,0.1883558104160547,0.7647294759100003,-1.3231134314045778,0.695601007587989,0.9566293168751566,False,Not Significant
GENE1706,688.6020291347659,374.60499603731364,1042.9071460585797,344.2199966370822,0.8765477666744671,1.8359767213167177,0.18909565453242574,0.20876843145365753,1.3208848214714015,0.695601007587989,0.6291996125788352,False,Not Significant
GENE1565,688.5843983799416,374.6931498114359,1028.0592929474574,521.8139364071421,0.8761723234083559,1.8354989935963721,0.18924583140544998,0.06555893060185855,1.3204332435053994,0.695601007587989,0.3136790937887969,False,Not Significant
GENE1838,584.0193013614875,897.5186349037061,739.2300688141473,1680.6899664351351,-0.6190642010680341,0.6510931199820733,0.1898029694846881,0.8299431108234618,-1.3187602770067692,0.6967803578733044,0.9729317205478052,False,Not Significant
GENE1067,688.483596478492,375.1971593186836,1042.6213725637642,349.05415652796506,0.8740272739052465,1.8327719372660591,0.19010611804475058,0.14396852224749956,1.317851525624182,0.6972648229001458,0.525816370516799,False,Not Significant
GENE3758,584.0673831822869,897.2782257997087,718.316018621696,1725.4812054206425,-0.6185595716167436,0.6513209007837409,0.1902138436871598,0.7971592745073318,-1.3175288557537685,0.6972648229001458,0.9693084563561913,False,Not Significant
GENE1829,688.4352941599957,375.43867091116573,1048.2557025601488,251.17046341696863,0.8730003149584158,1.8314677726685864,0.19051935706185208,0.48351653767258485,1.3166144944438032,0.6973622147212741,0.8506624519222112,False,Not Significant
GENE3107,688.4433445114437,375.3984191539249,1039.316547429073,395.4327545494606,0.8731714332725424,1.8316850162686302,0.19045043888638138,0.1291391581714891,1.3168206619048584,0.6973622147212741,0.4932740953838392,False,Not Significant
GENE0943,584.1584826607439,896.8227284074244,1005.9594066974529,705.4703028176909,-0.6176032055370024,0.6517528061454955,0.1909940899016048,0.001154922405763666,-1.3151958485158706,0.6985884780600029,0.01220848209052501,False,Not Significant
GENE2973,688.279567307543,376.21730517342905,1024.0735998666862,560.4816624894833,0.8696933869224671,1.8272745122089256,0.19185608653498962,0.009461876241268869,1.3126266448305257,0.7012283864582953,0.06998429172536146,False,Not Significant
GENE3721,688.1511218371261,376.859532525514,1046.215676165922,292.1258518573482,0.8669703626705887,1.8238288636812223,0.1929637519574151,0.35811998820755064,1.30933780988187,0.7014438113700431,0.7711455387759488,False,Not Significant
GENE0543,688.1491456782038,376.8694133201247,1047.6021193901088,266.1369334498501,0.8669285006031222,1.8237759431837584,0.19298082976367642,0.5239413003634089,1.3092872132811038,0.7014438113700431,0.8663050601246841,False,Not Significant
GENE1687,688.1855502123262,376.6873906495127,1046.3256320440537,289.9652893749545,0.8676998344320445,1.824751281813055,0.19266640060189896,0.35811998820755064,1.3102193105439675,0.7014438113700431,0.7711455387759488,False,Not Significant
GENE0234,584.3439607607575,895.8953379073562,737.9166604057757,1683.8746660276543,-0.6156550087951099,0.652633519231449,0.1925898494538707,0.8244568752374515,-1.3104464109550678,0.7014438113700431,0.9729317205478052,False,Not Significant
GENE2171,584.3957727120023,895.6362781511318,983.1295953508333,851.7518496907555,-0.6151105446830577,0.6528798655337604,0.19303733688903588,0.01205953653060082,-1.3091198227575271,0.7014438113700431,0.08565011740483537,False,Not Significant
GENE2810,688.2258778712214,376.48575235503665,1045.2375696187976,308.7603552698025,0.868554677357728,1.8258328256664476,0.1923185211902864,0.22447732261919928,1.3112518883203494,0.7014438113700431,0.6506589061426066,False,Not Significant
GENE0159,688.220014506727,376.51506917750874,1048.842386120742,240.0153422400164,0.8684303638135695,1.8256755048436322,0.1923690721250559,0.6345584188709987,1.311101756431024,0.7014438113700431,0.9132965153583746,False,Not Significant
GENE3767,584.3320285583281,895.9549989195027,891.5859041823035,1258.3221278816538,-0.6157803824822208,0.652576806265014,0.1924869005893603,0.8519684804550542,-1.310751930099236,0.7014438113700431,0.9752386452095401,False,Not Significant
GENE2531,688.1200042563943,377.01512042917136,1033.9687055225995,461.3178253244361,0.8663112948715173,1.8229958724244064,0.19323279487776632,0.051528218498795235,1.3085411004049825,0.7016441353586286,0.26316761235339753,False,Not Significant
GENE0061,688.0959089624184,377.135596899052,1045.8822894312145,298.32311920451735,0.8658011244130289,1.8223513327320546,0.19344130982796234,0.29245682795431016,1.307924198202028,0.7018915450942029,0.7210474061989895,False,Not Significant
GENE1979,584.670462484094,894.2628292906733,949.228297198355,1026.587113164571,-0.6122221519307384,0.6541882934513512,0.1954223679183776,0.015270648482762723,-1.3020876552508034,0.7067893125439592,0.10318005731596436,False,Not Significant
GENE3649,687.901378124821,378.10825108703847,1038.4658418250917,408.52509766974055,0.8616876077678726,1.8171627131551351,0.19513071116021222,0.09583640096834105,1.30294415907316,0.7067893125439592,0.4113150256151976,False,Not Significant
GENE4400,687.8430562917018,378.3998602526345,1033.4549914868476,467.9570027851203,0.860456174184186,1.815612308958194,0.1956392817121679,0.13092519488445498,1.3014512631762671,0.7067893125439592,0.4963047569539612,False,Not Significant
GENE3068,687.8619172673608,378.305555374339,1045.6964917514365,302.7634631469707,0.8608543211857128,1.816113440752321,0.19547470782481083,0.34717720131147256,1.3019340499400047,0.7067893125439592,0.7703138299044311,False,Not Significant
GENE1781,584.6765809131244,894.2322371455215,965.7855307211271,946.2364325266464,-0.6121577809811813,0.6542174830305197,0.1954757337364695,0.08259907714514757,-1.3019310394358297,0.7067893125439592,0.36907541172988184,False,Not Significant
GENE1064,584.6949236943225,894.1405232395307,704.07098119607,1755.149247557939,-0.6119647905518123,0.654305004062023,0.19563578531960837,0.40007143850462534,-1.3014615169053458,0.7067893125439592,0.8059456859480769,False,Not Significant
GENE3760,584.7159510768588,894.0353863268501,734.050235699001,1692.6443591055452,-0.6117435376583079,0.6544053565084033,0.19581937827492987,0.9578805773626119,-1.30092328513548,0.7069291634474002,0.9940645261131298,False,Not Significant
GENE3360,687.7893431973766,378.6684257242615,1048.387415547205,252.41852779693093,0.8593227963975648,1.814186528372569,0.19610851159695364,0.585245660350409,1.300076403998664,0.7073404029500652,0.8989885735949584,False,Not Significant
GENE2063,687.5155958824236,380.0371622990267,1042.6439842415061,352.99794797231993,0.8535576242163914,1.8069513003093827,0.19851257873336536,0.15798574684991007,1.2930704272309503,0.7073404029500652,0.5497068435974602,False,Not Significant
GENE3581,687.6990825141719,379.119729140284,1047.023443192874,279.7933091210594,0.8574198485391737,1.811795152205862,0.1968988484366958,0.4364997096101837,1.2977661986126154,0.7073404029500652,0.8333327789426951,False,Not Significant
GENE1362,687.4392244225525,380.41901959838145,1047.5151464606047,271.90932517345806,0.8519525125642062,1.8049420428678429,0.19918705747073834,0.5102765301024548,1.2911161473197106,0.7073404029500652,0.8607903679191207,False,Not Significant
GENE0998,687.4549394324382,380.34044454895314,1046.0952817058162,297.9087842577915,0.8522826807313789,1.8053551603914921,0.19904813458340187,0.3844857973432202,1.291518270786573,0.7073404029500652,0.7921009421986407,False,Not Significant
GENE2250,585.0007871415002,892.6112060036425,941.5956878551357,1061.6308640401858,-0.6087446749838394,0.6557670530589917,0.19831861236271225,0.2438506852047655,-1.2936333484651572,0.7073404029500652,0.6725060264885976,False,Not Significant
GENE2262,687.7325408454083,378.9524374841018,1041.1660310183079,373.279987393063,0.8581250092503748,1.812680938187761,0.1966056138742461,0.22989676202377562,1.2986225381069885,0.7073404029500652,0.6549765299822667,False,Not Significant
GENE4378,585.0612827150495,892.3087281358958,731.2023071020733,1699.1098256906243,-0.6081073270244906,0.6560568191671068,0.19885236982136048,0.9971907388804547,-1.2920852803972578,0.7073404029500652,0.9989889189345369,False,Not Significant
GENE1865,687.6420609140414,379.40483714093756,1035.1563487631772,449.4521957046592,0.8562187093029844,1.8102873404285968,0.19739932382028638,0.08770435604543927,1.2963068308687216,0.7073404029500652,0.3870448192649571,False,Not Significant
GENE4033,687.5476777397021,379.8767530126334,1044.9405045308733,317.0772381170023,0.854232320643104,1.8077965438779706,0.19822973833014973,0.39223166913407026,1.2938914112571336,0.7073404029500652,0.799168030020518,False,Not Significant
GENE0177,584.8888335668785,893.1709738767507,972.0989174473101,913.6990779466558,-0.6099237606705443,0.6552313267637283,0.19733356646993214,0.04666753904962326,-1.2964984202373822,0.7073404029500652,0.24561862657696454,False,Not Significant
GENE0597,687.6447942044334,379.39117068897633,1048.0244964256965,260.7018553119233,0.8562762667934527,1.8103595647531423,0.19737531293045169,0.46610868767630775,1.2963767830578241,0.7073404029500652,0.8447058493590209,False,Not Significant
GENE3001,584.9909606255751,892.6603385832683,698.1224060556744,1767.248592855915,-0.60884818757277,0.6557200038154926,0.19823200994393872,0.929858913327616,-1.2938848141239165,0.7073404029500652,0.9883704435880272,False,Not Significant
GENE1263,585.0876318094571,892.1769826638581,920.1464369317255,1151.9513350900995,-0.6078296806155934,0.6561830893374329,0.19908517386898172,0.19629894324786035,-1.2914110372936396,0.7073404029500652,0.6134341976495636,False,Not Significant
GENE3149,687.7450149048718,378.8900671867844,1048.5138306232202,250.0533595006917,0.8583879805779235,1.8130113798585568,0.19649636991958083,0.706370064644411,1.2989418078893562,0.7073404029500652,0.9380744550390584,False,Not Significant
GENE1021,687.6403965715151,379.41315885356823,1027.3258888244584,531.7549519680833,0.8561836625634712,1.8102433644693985,0.19741394545389848,0.052378162621105714,1.2962642359836112,0.7073404029500652,0.26587899807667875,False,Not Significant
GENE2540,687.4605681209164,380.31230110656116,1027.5041015429435,530.5522169092329,0.852400952689488,1.8055031692474035,0.19899839319685897,0.04666753904962326,1.2916623017322946,0.7073404029500652,0.24561862657696454,False,Not Significant
GENE2196,687.4606015048423,380.31213418693284,1045.7906074821094,303.18141809481034,0.85240165418729,1.805504047157687,0.19899809820591186,0.29245682795431016,1.2916631559862988,0.7073404029500652,0.7210474061989895,False,Not Significant
GENE1867,585.075309620475,892.2385936087683,935.3025969407886,1089.1954009728695,-0.6079595258709254,0.6561240342881686,0.19897627828162295,0.22180210581192095,-1.2917263461437318,0.7073404029500652,0.6500647884288422,False,Not Significant
GENE4853,585.0400363155379,892.4149601334536,732.7171678307942,1695.8245005257672,-0.608331184446,0.6559550292598619,0.19866479309822,0.8464505968765905,-1.2926289621149825,0.7073404029500652,0.9729317205478052,False,Not Significant
GENE4118,584.8670148640235,893.2800673910258,738.8994581590326,1682.2004065411907,-0.6101534937031372,0.6551269968179353,0.1971420026199976,0.7380136643305828,-1.2970568269296887,0.7073404029500652,0.9486036816588468,False,Not Significant
GENE4040,687.5383572387977,379.9233555171548,1037.5078162525765,421.85020435849526,0.8540362801202521,1.8075509082503334,0.19831187982332152,0.08136112923407542,1.293652894685102,0.7073404029500652,0.36517562492852523,False,Not Significant
GENE3244,687.7656686830054,378.7867982961168,1048.0462031062534,259.5475397654348,0.8588234767440944,1.813558743413667,0.19631558703542226,0.5148106525222871,1.299470442396389,0.7073404029500652,0.8614636086383652,False,Not Significant
GENE3454,687.305427079141,381.08800631543784,1037.00900527942,428.77319658655523,0.8491439127818087,1.8014316484744652,0.20037267843912449,0.18206663967092584,1.2876926863426845,0.7076114624353751,0.592664842678795,False,Not Significant
GENE3991,585.2570088940145,891.3300972410716,945.7363974141521,1043.442292016514,-0.6060442355068778,0.6569956686506692,0.200586379305861,0.1204914206131314,-1.287077223001902,0.7076114624353751,0.4770048321976698,False,Not Significant
GENE4414,687.2562612658841,381.3338353817233,1047.3733178332218,275.6464882529708,0.8481129495477304,1.8001447885948332,0.20080962766953472,0.4747688064103628,1.2864347800708418,0.7076114624353751,0.8474987618892588,False,Not Significant
GENE2295,687.2629818092554,381.30023266486694,1045.6664186109315,306.30616215431405,0.8482538385717009,1.8003205936120954,0.2007498600040233,0.3329216080655659,1.2866067220157136,0.7076114624353751,0.761485837295439,False,Not Significant
GENE3748,687.2720684557835,381.2547994322263,1038.5954301966074,409.2488456548784,0.8484443479292827,1.8005583434873627,0.2006690703029324,0.11716195987894965,1.2868392011147167,0.7076114624353751,0.4686478395157986,False,Not Significant
GENE2679,585.2332738343123,891.4487725395823,912.0239874671533,1183.99622112146,-0.6062945035306729,0.6568817078050397,0.20037552319097976,0.34717720131147256,-1.287684490206804,0.7076114624353751,0.7703138299044311,False,Not Significant
GENE2528,585.2007425664391,891.6114288789482,733.919091847535,1693.369423895188,-0.6066374832306483,0.6567255623229723,0.20008678341411196,0.706370064644411,-1.2885168298540106,0.7076114624353751,0.9380744550390584,False,Not Significant
GENE1675,585.2833004262932,891.1986395796775,688.39671724613,1786.473826488765,-0.6057669844095669,0.6571219394623783,0.20082013303915944,0.4448469889051587,-1.2864045617230968,0.7076114624353751,0.8387009594742811,False,Not Significant
GENE2761,687.3458575629525,380.8858538963813,1048.21735837547,258.5784852659305,0.8499921458648919,1.802491112304265,0.20001387605578308,0.5518226974757497,1.288727137674598,0.7076114624353751,0.8829163159611997,False,Not Significant
GENE2244,687.3916416025687,380.65693369830035,1030.7551072969363,498.237048293515,0.8509531788688409,1.8036922189044835,0.19960812276472614,0.04364625577241553,1.2898986064317783,0.7076114624353751,0.23567092749684412,False,Not Significant
GENE1904,585.186684026699,891.6817215776491,943.7023147656421,1052.5078600215484,-0.6067856900630256,0.6566581009306687,0.19996209602482404,0.1204914206131314,-1.28887653625497,0.7076114624353751,0.4770048321976698,False,Not Significant
GENE4646,687.2223288790833,381.50349731572663,1027.3391493435695,532.8324824931968,0.8474017612868152,1.799257611260505,0.20111159360311331,0.042198644173579096,1.285566650454601,0.7081394140954694,0.2293404574651038,False,Not Significant
GENE3719,585.3827223041294,890.7015301904972,690.2364733834784,1783.0061241046894,-0.6047182976498838,0.6575997712809335,0.20170585081009335,0.3544485219706156,-1.2838610134875512,0.7086155724919924,0.7711455387759488,False,Not Significant
GENE0856,585.3946281315224,890.6420010535318,727.7409966236199,1706.8228789722843,-0.6045926895330833,0.6576570276396354,0.20181210425865495,0.8574936195421777,-1.2835564360852445,0.7086155724919924,0.9766442136015692,False,Not Significant
GENE1621,687.1743292161776,381.7434956302553,1027.7500944149708,528.993842411573,0.8463962159366136,1.7980039819696374,0.20153930318811075,0.014976876734904342,1.2843386637037544,0.7086155724919924,0.10160703347967669,False,Not Significant
GENE0731,585.394808587439,890.6410987739489,635.9445149107825,1881.2635518787238,-0.604590785653444,0.6576578955296712,0.20181371504571943,0.2113297398227797,-1.2835518196466718,0.7086155724919924,0.6312118871648139,False,Not Significant
GENE2591,687.0617824694381,382.30622936395315,1046.911702793086,285.3218768291426,0.8440406687473604,1.7950707026368633,0.2025447381289478,0.4080046700434906,1.2814595439339127,0.7102452278310816,0.8117880422671918,False,Not Significant
GENE4153,687.059860535366,382.3158390343128,1041.4565217005813,371.99000624953584,0.8440004703214942,1.795020686514793,0.20256193897742447,0.26136735193830574,1.2814103802038588,0.7102452278310816,0.6957087488941779,False,Not Significant
GENE2078,686.9922489888751,382.653896766768,1025.571953638836,550.2288090114367,0.8425869030204498,1.7932627683099522,0.20316771487130647,0.023148394629014146,1.2796809031493657,0.7118700591145987,0.14377884862741705,False,Not Significant
GENE0735,686.9282077554689,382.97410293379875,1042.2470060716555,361.30537414836925,0.8412490010966194,1.7916005337320238,0.2037427020139902,0.16861444182087415,1.2780428418239915,0.7128855913715543,0.5727392724893823,False,Not Significant
GENE0075,585.6083342035577,889.5734706933551,991.8119819512752,802.1689693377942,-0.6023370677106444,0.6586860641007578,0.203726177959165,0.013056288535637612,-1.2780898690465212,0.7128855913715543,0.09130271703243086,False,Not Significant
GENE2476,686.9082004251987,383.0741395851508,1045.0183349059325,318.8728294479291,0.8408312259993262,1.7910817978222318,0.2039225750978072,0.2989611618109542,1.2775311073854212,0.7128869334564932,0.7281080414295037,False,Not Significant
GENE0253,686.8028943639205,383.6006698915411,1035.4827951335938,448.5454388586068,0.8386339113815388,1.7883559447722326,0.20487119506148405,0.1015854103703336,1.2748377958641652,0.7128869334564932,0.42611329853327856,False,Not Significant
GENE2300,585.6827296467619,889.2014934773339,741.5919625556329,1677.0100979461884,-0.6015513975862303,0.6590448723637194,0.2043955572617024,0.585245660350409,-1.2761870704687344,0.7128869334564932,0.8989885735949584,False,Not Significant
GENE3078,585.7221124551612,889.0045794353373,712.1999871453836,1739.5779495276106,-0.6011353938484526,0.6592349365521317,0.2047505461006451,0.6598561765920373,-1.2751798305312312,0.7128869334564932,0.9215868388156946,False,Not Significant
GENE1262,686.8590400581518,383.319941420385,1025.4427441240919,551.7985763496484,0.8398051137820766,1.7898083495639983,0.2043650289412576,0.018852425335430013,1.276273751219438,0.7128869334564932,0.12225956767464341,False,Not Significant
GENE1789,585.6528100496802,889.3510914627425,737.0011254881592,1687.0719990410366,-0.601867397828054,0.6589005344912627,0.20412616353145124,0.9075023578706395,-1.2769523045652704,0.7128869334564932,0.9857727111347375,False,Not Significant
GENE3106,585.7217430831121,889.0064262955833,972.7085653462755,911.8468430593513,-0.6011392958526217,0.6592331535460776,0.2047472145992415,0.019211855992964894,-1.2751892773014761,0.7128869334564932,0.12426815001917785,False,Not Significant
GENE4480,686.8015080160304,383.6076016309918,1046.26435051674,298.2865289921176,0.8386050016921106,1.7883201088571703,0.20488370467539616,0.3508009181384779,1.2748023401295063,0.7128869334564932,0.7703138299044311,False,Not Significant
GENE2447,585.7682220187238,888.7740316175244,976.2480197594886,892.8126057295709,-0.6006482533721377,0.6594575714375874,0.2051667307917133,0.023578124540352248,-1.274000590852655,0.7133752809169447,0.14608503432684167,False,Not Significant
GENE1950,585.8036177466682,888.597052977803,958.8005308990158,982.8683801182945,-0.6002742432605178,0.6596285540542478,0.20548662409453886,0.01714212026046496,-1.2730953847819937,0.7139910496683074,0.11367453753623978,False,Not Significant
GENE1807,585.8490990978192,888.3696462220472,954.7871831109749,1002.281083439932,-0.5997935869637473,0.6598483561820389,0.20589819257747605,0.1401441164822513,-1.2719322886038087,0.7147471042294947,0.5179013912869598,False,Not Significant
GENE4045,686.679132228667,384.2194805678085,1046.1252886974514,301.33087724757064,0.8360549051812918,1.7851618802222486,0.20599011543894039,0.31564148655939694,1.2716727475265996,0.7147471042294947,0.745844722493849,False,Not Significant
GENE0885,585.9207036160963,888.0116236306621,909.1972937668404,1195.6914589416408,-0.5990366820458479,0.6601946341479232,0.2065473515492419,0.26436932457978757,-1.2701012311946607,0.7151916604890647,0.6957087488941779,False,Not Significant
GENE1743,686.6236442310083,384.49692055610274,1036.1585930058873,441.288435132414,0.8348998177658006,1.783733170265198,0.20649319688323817,0.07539540595544789,1.2702538212025283,0.7151916604890647,0.3471243368114544,False,Not Significant
GENE2279,585.9166474790427,888.03190431593,742.5589392877606,1675.0807486967876,-0.5990795636487659,0.6601750113013645,0.20651053988973342,0.7917282560691015,-1.2702049511211573,0.7151916604890647,0.9681196577024963,False,Not Significant
GENE4469,585.9529558011419,887.8503627054339,744.9792354302986,1669.73164117938,-0.5986956867049246,0.660350696167358,0.20684022514380968,0.35811998820755064,-1.2692765192187687,0.7152151630145563,0.7711455387759488,False,Not Significant
GENE3766,585.9374060992019,887.9281112151339,964.4039313226772,955.2760828751221,-0.5988600957064684,0.6602754471302283,0.2066989852681,0.03875632659664815,-1.2696741337737059,0.7152151630145563,0.21531292553693415,False,Not Significant
GENE1207,586.0189820652649,887.5202313848195,896.4560243675497,1242.9828004996764,-0.5979974708196196,0.6606703610455282,0.20744072019374213,0.9186725984592901,-1.2675882468411956,0.7153128282542831,0.987395312187543,False,Not Significant
GENE3507,585.9916059155512,887.6571121333878,755.691568055805,1645.5217921352992,-0.5982869906324533,0.6605377911243718,0.20719158849319214,0.15798574684991007,-1.2682882360261636,0.7153128282542831,0.5497068435974602,False,Not Significant
GENE1745,586.0110603554381,887.5598399339535,1010.5189805656058,676.3182121671177,-0.5980812510260931,0.660631995701123,0.20736860805676807,0.0015493182707651421,-1.267790797872076,0.7153128282542831,0.015618127729487319,False,Not Significant
GENE1607,586.0176138686902,887.5270723676925,951.4627136389178,1018.2154281146957,-0.5980119410877567,0.6606637345381515,0.20742826407703774,0.0890196690749159,-1.2676232303099713,0.7153128282542831,0.3914673222291816,False,Not Significant
GENE2989,686.4569423436562,385.3304299928623,1041.1213820883395,379.0683161893477,0.8314340372413381,1.779453258073296,0.20800989411710555,0.273517504453908,1.2659913443518924,0.7167811651175242,0.704216025885448,False,Not Significant
GENE4754,686.3889245730729,385.6705188457789,1040.9210939222878,382.0765779686852,0.8300218343971894,1.777712266828477,0.20863102270710843,0.23540861682265346,1.2642523326682857,0.7174381798731376,0.6631228642891647,False,Not Significant
GENE0687,686.4149677195963,385.5403031131624,1046.976170929969,287.56265566974065,0.8305624187665962,1.7783785084846657,0.20839304381533794,0.5804138252636297,1.2649181669724885,0.7174381798731376,0.8968075174036306,False,Not Significant
GENE0719,586.1345197433528,886.9425429943797,947.0690133656498,1038.663866296346,-0.5967752452600534,0.6612303063702503,0.2084945133893939,0.36553439680637223,-1.2646341999461121,0.7174381798731376,0.7777327591624941,False,Not Significant
GENE2555,686.3504348075297,385.8629676734956,1041.343067415778,376.4371280639879,0.8292231880848822,1.7767284342078444,0.20898309312451951,0.26436932457978757,1.263268306569073,0.7181549591907886,0.6957087488941779,False,Not Significant
GENE4904,586.2413584419122,886.4083495015835,947.441898192885,1037.1169134778845,-0.5956445489432831,0.661748741457908,0.20947236891387483,0.08259907714514757,-1.2619028133499166,0.7193419262152294,0.36907541172988184,False,Not Significant
GENE4186,686.2518478026363,386.3559026979619,1045.2430948279764,318.29568838383875,0.8271791564377705,1.774212921542895,0.20988681776220502,0.2438506852047655,1.2607479794051282,0.7197764669485769,0.6725060264885976,False,Not Significant
GENE2613,586.2819640577853,886.2053214222176,729.4361858352632,1703.98894762847,-0.5952146866625202,0.6619459440531242,0.20984487581872516,0.8907819218798376,-1.2608647717338102,0.7197764669485769,0.9840719419794935,False,Not Significant
GENE3378,586.3519209521086,885.8555369506005,965.9293463478936,948.1963083857017,-0.5944739425819192,0.6622859039384057,0.21048775485799787,0.051528218498795235,-1.2590764742071834,0.7208484755410886,0.26316761235339753,False,Not Significant
GENE0306,586.3444874925824,885.8927042482312,705.7964410499823,1753.1139163741605,-0.5945526620345233,0.6622497678458649,0.2104193772774895,0.585245660350409,-1.2592664898118513,0.7208484755410886,0.8989885735949584,False,Not Significant
GENE2721,686.1484443752436,386.8729198349254,1039.2680862730138,404.8416824654993,0.825037742894194,1.7715813846135136,0.21083769083050405,0.22447732261919928,1.2581047386566726,0.7215526722467627,0.6506589061426066,False,Not Significant
GENE3276,686.1062692374846,387.08379552372037,1034.4197272824272,462.9177779439772,0.8241650519060234,1.7705100732439303,0.2112264051379948,0.03433993752805375,1.2570267038530356,0.7223885264637305,0.19667776362001002,False,Not Significant
